ID,ECLO,»ç¸ÁÀÚ¼ö
ACCIDENT_39609,0,0.03575139362326858
ACCIDENT_39610,0,0.03983409406756826
ACCIDENT_39611,0,0.007919647058007587
ACCIDENT_39612,0,0.008179370197224216
ACCIDENT_39613,0,0.0023587616866318044
ACCIDENT_39614,0,0.004667335689871879
ACCIDENT_39615,0,0.0020476639562337006
ACCIDENT_39616,0,0.01777418283113947
ACCIDENT_39617,0,0.0019345206102641054
ACCIDENT_39618,0,0.0015303403797085908
ACCIDENT_39619,0,0.003554308555115873
ACCIDENT_39620,0,0.007065720822038065
ACCIDENT_39621,0,0.0016806338205056176
ACCIDENT_39622,0,0.007138890330584332
ACCIDENT_39623,0,0.013241192537398704
ACCIDENT_39624,0,0.0014100498470093023
ACCIDENT_39625,0,0.004915648036696063
ACCIDENT_39626,0,0.0023509958425345285
ACCIDENT_39627,0,0.00248206140074064
ACCIDENT_39628,0,0.001612013784357352
ACCIDENT_39629,0,0.07429956930714478
ACCIDENT_39630,0,0.01670313703920015
ACCIDENT_39631,0,0.0021050993918835395
ACCIDENT_39632,0,0.0025015627147552304
ACCIDENT_39633,0,0.0023575453625597027
ACCIDENT_39634,0,0.0017876161196624157
ACCIDENT_39635,0,0.0018815061891830668
ACCIDENT_39636,0,0.0023959036643832906
ACCIDENT_39637,0,0.010195132342520417
ACCIDENT_39638,0,0.0014797435131001092
ACCIDENT_39639,0,0.0025481690156139167
ACCIDENT_39640,0,0.0016550045047787065
ACCIDENT_39641,0,0.0037745559977584255
ACCIDENT_39642,0,0.029282675708204236
ACCIDENT_39643,0,0.0017538089281028514
ACCIDENT_39644,0,0.01285387235043188
ACCIDENT_39645,0,0.01488801157281174
ACCIDENT_39646,0,0.0014522783294355801
ACCIDENT_39647,0,0.005753309067053379
ACCIDENT_39648,0,0.002062718167231191
ACCIDENT_39649,0,0.013827216708781098
ACCIDENT_39650,0,0.013605477284618892
ACCIDENT_39651,0,0.03226897122573442
ACCIDENT_39652,0,0.0039726715493264755
ACCIDENT_39653,0,0.011670397596722202
ACCIDENT_39654,0,0.006716852939178296
ACCIDENT_39655,0,0.0020270411713467005
ACCIDENT_39656,0,0.02464492599053361
ACCIDENT_39657,0,0.0020708138256805503
ACCIDENT_39658,0,0.001739432514757711
ACCIDENT_39659,0,0.0013911899617462134
ACCIDENT_39660,0,0.002060131618473051
ACCIDENT_39661,0,0.001915717887442312
ACCIDENT_39662,0,0.003129527799241249
ACCIDENT_39663,0,0.002258475491251957
ACCIDENT_39664,0,0.0011539672606962663
ACCIDENT_39665,0,0.0016347118784943006
ACCIDENT_39666,0,0.007785581473301499
ACCIDENT_39667,0,0.004518512156425198
ACCIDENT_39668,0,0.007656857200433006
ACCIDENT_39669,0,0.00939116217344827
ACCIDENT_39670,0,0.004512452907876181
ACCIDENT_39671,0,0.004255576087646128
ACCIDENT_39672,0,0.003980948831733719
ACCIDENT_39673,0,0.007248763925213713
ACCIDENT_39674,0,0.0012062360419765853
ACCIDENT_39675,0,0.005270063049188119
ACCIDENT_39676,0,0.002470573265817804
ACCIDENT_39677,0,0.007866761517765983
ACCIDENT_39678,0,0.005562061720638779
ACCIDENT_39679,0,0.0017718057485560411
ACCIDENT_39680,0,0.0017282096130601683
ACCIDENT_39681,0,0.013848815298956152
ACCIDENT_39682,0,0.001345226820328759
ACCIDENT_39683,0,0.0054291751298230695
ACCIDENT_39684,0,0.06469493947672524
ACCIDENT_39685,0,0.0019555147782303072
ACCIDENT_39686,0,0.009065707165483933
ACCIDENT_39687,0,0.0028647249274731095
ACCIDENT_39688,0,0.01413750971116099
ACCIDENT_39689,0,0.0026549896070103105
ACCIDENT_39690,0,0.001843001822676627
ACCIDENT_39691,0,0.034786001595930684
ACCIDENT_39692,0,0.004864452510085008
ACCIDENT_39693,0,0.012080091413606829
ACCIDENT_39694,0,0.004316899474982371
ACCIDENT_39695,0,0.0030397167709202704
ACCIDENT_39696,0,0.009251057637239452
ACCIDENT_39697,0,0.0018062025898367222
ACCIDENT_39698,0,0.001953611579751686
ACCIDENT_39699,0,0.0023699846333824735
ACCIDENT_39700,0,0.0020979763069261257
ACCIDENT_39701,0,0.0018588666930912684
ACCIDENT_39702,0,0.001701345221820008
ACCIDENT_39703,0,0.0028666188487684327
ACCIDENT_39704,0,0.0026055397967054863
ACCIDENT_39705,0,0.0016183936526050539
ACCIDENT_39706,0,0.011327531841633603
ACCIDENT_39707,0,0.003163833881599138
ACCIDENT_39708,0,0.003265696666255267
ACCIDENT_39709,0,0.0021206151757715277
ACCIDENT_39710,0,0.007134097053190553
ACCIDENT_39711,0,0.0023398595769064247
ACCIDENT_39712,0,0.008356007483184647
ACCIDENT_39713,0,0.0017049556188902413
ACCIDENT_39714,0,0.0032698958623690777
ACCIDENT_39715,0,0.0018851868436184813
ACCIDENT_39716,0,0.0017132884888108831
ACCIDENT_39717,0,0.0024845995305515715
ACCIDENT_39718,0,0.002922528590684236
ACCIDENT_39719,0,0.003150621293236203
ACCIDENT_39720,0,0.0027108694641438465
ACCIDENT_39721,0,0.002192204463530287
ACCIDENT_39722,0,0.003602801986563409
ACCIDENT_39723,0,0.0020899698289258955
ACCIDENT_39724,0,0.005389602405784043
ACCIDENT_39725,0,0.0018952252061766187
ACCIDENT_39726,0,0.004478969342462905
ACCIDENT_39727,0,0.008642651815335183
ACCIDENT_39728,0,0.0017883147805923048
ACCIDENT_39729,0,0.001918424432433729
ACCIDENT_39730,0,0.0033296524754151007
ACCIDENT_39731,0,0.00352827347482283
ACCIDENT_39732,0,0.005564395816572162
ACCIDENT_39733,0,0.0020917493493432028
ACCIDENT_39734,0,0.00842330589063448
ACCIDENT_39735,0,0.004197291896637242
ACCIDENT_39736,0,0.014126043390507525
ACCIDENT_39737,0,0.04288280764696497
ACCIDENT_39738,0,0.00254641703711054
ACCIDENT_39739,0,0.002143399677360523
ACCIDENT_39740,0,0.002433703076691052
ACCIDENT_39741,0,0.00984359160276234
ACCIDENT_39742,0,0.003131719304335209
ACCIDENT_39743,0,0.005338197110162967
ACCIDENT_39744,0,0.0024946394572569904
ACCIDENT_39745,0,0.0031447921238484397
ACCIDENT_39746,0,0.007103113094469362
ACCIDENT_39747,0,0.0027283835541364273
ACCIDENT_39748,0,0.001996505909105302
ACCIDENT_39749,0,0.008937908994600499
ACCIDENT_39750,0,0.00356725483725047
ACCIDENT_39751,0,0.005125682852014053
ACCIDENT_39752,0,0.006217807430573706
ACCIDENT_39753,0,0.0015647579560986394
ACCIDENT_39754,0,0.0032677191401585194
ACCIDENT_39755,0,0.015827638580732325
ACCIDENT_39756,0,0.002176487026890657
ACCIDENT_39757,0,0.0016279909028833464
ACCIDENT_39758,0,0.003514014024202349
ACCIDENT_39759,0,0.009895938876431351
ACCIDENT_39760,0,0.002575779755469594
ACCIDENT_39761,0,0.0020162672108538014
ACCIDENT_39762,0,0.0027811619785123795
ACCIDENT_39763,0,0.0016165316928912785
ACCIDENT_39764,0,0.0010968265874688708
ACCIDENT_39765,0,0.0038458758512897396
ACCIDENT_39766,0,0.014788696514478963
ACCIDENT_39767,0,0.0075666936143350995
ACCIDENT_39768,0,0.009824288730694082
ACCIDENT_39769,0,0.003649591132588069
ACCIDENT_39770,0,0.0021928587938871654
ACCIDENT_39771,0,0.005351144755089278
ACCIDENT_39772,0,0.004972682080488231
ACCIDENT_39773,0,0.001931384721379427
ACCIDENT_39774,0,0.003035535620209282
ACCIDENT_39775,0,0.008189921749157083
ACCIDENT_39776,0,0.015469226163750108
ACCIDENT_39777,0,0.0015698443909802527
ACCIDENT_39778,0,0.0018971782680552642
ACCIDENT_39779,0,0.003594884357561474
ACCIDENT_39780,0,0.0028982444450437288
ACCIDENT_39781,0,0.001195587183363484
ACCIDENT_39782,0,0.00515254478185624
ACCIDENT_39783,0,0.0018417812893039567
ACCIDENT_39784,0,0.007148966169331537
ACCIDENT_39785,0,0.004451648041245202
ACCIDENT_39786,0,0.008528015468585094
ACCIDENT_39787,0,0.0058596791836648095
ACCIDENT_39788,0,0.010068756564265938
ACCIDENT_39789,0,0.0016833568767290446
ACCIDENT_39790,0,0.0035919846449362597
ACCIDENT_39791,0,0.002423640699346395
ACCIDENT_39792,0,0.010175805694324521
ACCIDENT_39793,0,0.0017521677330326326
ACCIDENT_39794,0,0.005159029347530414
ACCIDENT_39795,0,0.006704941186226046
ACCIDENT_39796,0,0.05147603874257481
ACCIDENT_39797,0,0.003818360903127329
ACCIDENT_39798,0,0.003763966845293744
ACCIDENT_39799,0,0.001937668998345498
ACCIDENT_39800,0,0.0021537845464420138
ACCIDENT_39801,0,0.0015452045250424734
ACCIDENT_39802,0,0.00424406087645615
ACCIDENT_39803,0,0.004179189026504461
ACCIDENT_39804,0,0.0020741564094201178
ACCIDENT_39805,0,0.01279895311483565
ACCIDENT_39806,0,0.0026716983954536643
ACCIDENT_39807,0,0.004591541565071982
ACCIDENT_39808,0,0.004901038056152085
ACCIDENT_39809,0,0.0023300968338440145
ACCIDENT_39810,0,0.0053862128372619235
ACCIDENT_39811,0,0.00911780960252024
ACCIDENT_39812,0,0.0018978819695084305
ACCIDENT_39813,0,0.0019186561671541244
ACCIDENT_39814,0,0.008707213470924432
ACCIDENT_39815,0,0.002321623939232795
ACCIDENT_39816,0,0.003145458964197838
ACCIDENT_39817,0,0.0037767262412647137
ACCIDENT_39818,0,0.003012952285419339
ACCIDENT_39819,0,0.005203902969550894
ACCIDENT_39820,0,0.003033806925858277
ACCIDENT_39821,0,0.001770709660489388
ACCIDENT_39822,0,0.004672740985505342
ACCIDENT_39823,0,0.002323550217847683
ACCIDENT_39824,0,0.003911142894940163
ACCIDENT_39825,0,0.002264824660787929
ACCIDENT_39826,0,0.0019648880958739075
ACCIDENT_39827,0,0.003167643434291481
ACCIDENT_39828,0,0.0020854902101253518
ACCIDENT_39829,0,0.0017035678831914926
ACCIDENT_39830,0,0.0036092537871055086
ACCIDENT_39831,0,0.003329462364186902
ACCIDENT_39832,0,0.002491216167610664
ACCIDENT_39833,0,0.0048134120500601995
ACCIDENT_39834,0,0.0018147347634023682
ACCIDENT_39835,0,0.013187907309330992
ACCIDENT_39836,0,0.0036411024923591966
ACCIDENT_39837,0,0.002568089818286822
ACCIDENT_39838,0,0.0016289415897982249
ACCIDENT_39839,0,0.0031802400721470765
ACCIDENT_39840,0,0.00303524443342555
ACCIDENT_39841,0,0.012929119935463057
ACCIDENT_39842,0,0.009935450201572398
ACCIDENT_39843,0,0.00712148625258727
ACCIDENT_39844,0,0.0036614531559592796
ACCIDENT_39845,0,0.005090418815491077
ACCIDENT_39846,0,0.0019474369357157324
ACCIDENT_39847,0,0.0021519580461871347
ACCIDENT_39848,0,0.004495529866951914
ACCIDENT_39849,0,0.001888803986277566
ACCIDENT_39850,0,0.009849674096536337
ACCIDENT_39851,0,0.0023485516717968195
