정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
1570000140,,감문리,,대구광역시,달성군,하빈면,128.424005,35.890744,1,20
7001000100,5191,대명시장앞,Daemyeong Market,대구광역시,남구,대명3동,128.57713,35.85869,7,"509, 650, 706, 805, 836, 달서4, 순환2-1"
7001000200,2164,대명시장건너,Daemyeong Market,대구광역시,중구,남산4동,128.577815,35.85864,7,"509, 650, 706, 805, 836, 달서4-1, 순환2"
7001000300,2166,계명대학교대명캠퍼스앞,Keimyung University Daemyeong Campus,대구광역시,남구,대명3동,128.5808483,35.85711167,7,"509, 650, 706, 805, 836, 달서4, 순환2-1"
7001000400,2163,계명대학교대명캠퍼스건너,Keimyung University Daemyeong Campus,대구광역시,중구,남산4동,128.5800067,35.857675,7,"509, 650, 706, 805, 836, 달서4-1, 순환2"
7001000500,2196,중부소방서건너,Jungbu Fire Station,대구광역시,중구,대신동,128.5756717,35.86312,4,"250, 323, 909, 성서2"
7001000600,2198,중부소방서앞,Jungbu Fire Station,대구광역시,중구,남산4동,128.57676,35.86305167,3,"250, 323-1, 급행6"
7001000700,2195,대신센트럴자이,Daesin Central Xi,대구광역시,중구,대신동,128.5779783,35.863695,5,"250, 323, 909, 급행6, 성서2"
7001000800,445,청라언덕(신남)역(1번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,대신동,128.5811834,35.86469188,4,"250, 323, 909, 성서2"
7001000900,2199,엘디스리젠트호텔건너,Eldis Regent Hotel,대구광역시,중구,남산2동,128.58674,35.86608167,2,"405, 609"
7001001000,643,엘디스리젠트호텔앞,Eldis Regent Hotel,대구광역시,중구,성내2동,128.5852483,35.86597667,7,"405, 609, 840, 909, 990, 991, 북구2"
7001001100,2200,현대백화점.동아쇼핑건너,Hyundai Dept. Store. DongA Shopping Center,대구광역시,중구,남산2동,128.5900933,35.86589667,5,"405, 609, 840, 990, 991"
7001001300,2202,봉산문화거리앞,Bongsan Culture Street,대구광역시,중구,성내1동,128.5971833,35.864675,3,"306, 730, 805"
7001001400,5338,2호선반월당역1,Banwoldang Station,대구광역시,중구,성내1동,128.5956177,35.86525717,5,"609, 840, 990, 991, 급행2"
7001001500,2192,봉산문화거리건너,Bongsan Culture Street,대구광역시,중구,성내1동,128.596945,35.86502,4,"306, 649, 730, 805"
7001001600,5018,반월당역(2번출구),Banwoldang Station,대구광역시,중구,남산1동,128.593245,35.86269167,13,"204, 304, 306, 349, 401, 405, 410, 503, 518, 649, 650, 706, 805"
7001001700,2218,반월당역(1번출구)1,Banwoldang Station,대구광역시,중구,남산2동,128.59316,35.86334667,8,"306, 349, 401, 405, 410-1, 503, 650, 805"
7001001800,2205,남문시장건너2,Nammun Market,대구광역시,중구,남산1동,128.5920633,35.85956167,12,"204, 304, 306, 349, 405, 410, 503, 518, 649, 650, 706, 805"
7001001900,2220,남문시장앞,Nammun Market,대구광역시,중구,남산1동,128.5921467,35.86037833,12,"204, 304, 306, 349, 405, 410-1, 503, 518, 649, 650, 706, 805"
7001002000,1015,명덕역(6번출구),Myeongdeok Station,대구광역시,중구,남산1동,128.5912017,35.85780833,12,"204, 304, 306, 349, 405, 410, 503, 518, 649, 650, 706, 805"
7001002100,1017,명덕역(7번출구),Myeongdeok Station,대구광역시,중구,남산1동,128.5910533,35.85790167,10,"306, 349, 405, 410-1, 503, 518, 649, 650, 706, 805"
7001002200,418,명덕네거리1,Myeongdeok (4) Junction,대구광역시,남구,대명2동,128.59202,35.85682167,5,"204, 304, 509, 남구1, 순환2-1"
7001002300,2162,명덕네거리2,Myeongdeok (4) Junction,대구광역시,중구,남산1동,128.5924633,35.85679167,5,"204, 304, 509, 남구1-1, 순환2"
7001002400,5112,상수도사업본부건너,Waterworks HQ,대구광역시,중구,대봉2동,128.5961583,35.85643167,5,"204, 304, 509, 남구1-1, 순환2"
7001002500,5271,상수도사업본부,Waterworks HQ,대구광역시,남구,이천동,128.5972733,35.85602,5,"204, 304, 509, 남구1, 순환2-1"
7001002600,406,명덕초등학교앞,Myeongdeok Elementary School,대구광역시,중구,남산1동,128.588175,35.85688,8,"306, 509, 518, 650, 706, 805, 남구1-1, 순환2"
7001002700,9139,명덕초등학교건너,Myeongdeok Elementary School,대구광역시,남구,대명2동,128.588122,35.85667662,8,"306, 509, 518, 650, 706, 805, 남구1, 순환2-1"
7001002800,5280,남산역(프린스호텔건너),Namsan Station,대구광역시,중구,남산3동,128.584865,35.85654167,5,"509, 650, 706, 805, 순환2"
7001002900,416,남산역건너(프린스호텔앞),Namsan Station,대구광역시,남구,대명3동,128.5839741,35.85632937,8,"306, 509, 518, 650, 706, 805, 남구1, 순환2-1"
7001003000,9140,경북공고앞,Gyeongbuk Technical High School,대구광역시,중구,남산3동,128.5828075,35.85790098,4,"300, 609, 651, 836"
7001003100,9141,경북공고건너,Gyeongbuk Technical High School,대구광역시,중구,남산4동,128.5825722,35.85867212,5,"300, 609, 651, 808, 836"
7001003200,5281,남산초등학교앞,Namsan Elementary School,대구광역시,중구,남산2동,128.5825367,35.862385,4,"300, 609, 651, 836"
7001003300,1027,남산초등학교건너,Namsan Elementary School,대구광역시,중구,남산4동,128.5823983,35.862725,5,"300, 609, 651, 808, 836"
7001003400,1020,남산2동주민센터건너,Namsan 2-dong Community Center,대구광역시,중구,남산2동,128.588535,35.86489,1,동구2
7001003500,1203,남문아파트앞,Nammun Apts,대구광역시,중구,남산1동,128.5909583,35.86179333,1,동구2
7001003600,1021,대구향교앞,Daegu Hyanggyo,대구광역시,중구,남산1동,128.5957724,35.86015035,2,"401, 동구2"
7001003700,1024,대구향교건너,Daegu Hyanggyo,대구광역시,중구,남산1동,128.5958817,35.860265,2,"401, 동구2"
7001003800,323,약령시건너(동성로입구),Yangnyeongsi(Dongseongroad),대구광역시,중구,성내1동,128.593695,35.86784167,11,"204, 304, 349, 401, 410, 503, 518, 650, 706, 730, 급행2"
7001004100,9085,약령시앞,Yangnyeongsi,대구광역시,중구,성내2동,128.5936009,35.86896927,13,"204, 304, 349, 401, 410-1, 503, 518, 650, 706, 730, 909, 급행2, 북구2"
7001004300,518,경상감영공원건너,Gyeongsang-gamyeong Park,대구광역시,중구,성내1동,128.5943667,35.8727,12,"204, 304, 349, 401, 410, 503, 623, 706, 730, 980, 가창2, 급행2"
7001004600,9084,경상감영공원앞,Gyeongsang-gamyeong Park,대구광역시,중구,성내2동,128.5944958,35.87376623,11,"204, 304, 349, 401, 410-1, 503, 623, 706, 730, 급행2, 북구2"
7001004700,129,경진테크빌앞,Gyeongjin Techville,대구광역시,중구,성내2동,128.587775,35.87487833,3,"234, 651, 653"
7001004800,9335,대구역센트럴자이,Daegu Station Central Xi,대구광역시,중구,성내3동,128.5877251,35.87538295,3,"234, 651, 653"
7001004900,126,성내3동행정복지센터입구,Seongnae 3-dong Community Service Center,대구광역시,중구,성내3동,128.587423,35.87261897,3,"234, 651, 653"
7001005000,128,삼정빌딩앞,Samjeong Building,대구광역시,중구,성내2동,128.5874642,35.87129068,3,"234, 651, 653"
7001005100,5116,수창초등학교,Suchang Elementary School,대구광역시,중구,성내3동,128.58214,35.87535333,7,"300, 523, 808, 836, 939, 동구2, 북구2"
7001005200,1047,달성공원앞,Dalseong Park,대구광역시,중구,성내3동,128.5820183,35.87459,6,"300, 523, 808, 836, 939, 동구2"
7001005300,5282,동산의료원앞1,Dongsan Medical Center,대구광역시,중구,성내2동,128.5823767,35.86855167,7,"250, 300, 836, 840, 990, 991, 급행6"
7001005400,1046,서문시장,Seomun Market,대구광역시,중구,대신동,128.5822617,35.86739167,9,"250, 300, 323, 405, 651, 808, 836, 급행6, 성서2"
7001005500,1050,동산의료원앞2,Dongsan Medical Center,대구광역시,중구,성내2동,128.5823333,35.867365,5,"405, 651, 990, 991, 북구2"
7001005600,1201,대신동광명맨션앞,Daesin-dong Gwangmyeong Mansion,대구광역시,중구,대신동,128.5755467,35.86663333,1,909
7001005700,1202,서문시장5지구앞,Seomun Market,대구광역시,중구,대신동,128.5785833,35.86894667,1,909
7001005800,5111,섬유회관앞,Textile Center,대구광역시,중구,성내2동,128.5838733,35.87061667,19,"156, 240, 309, 425, 524, 623, 651, 653, 724, 840, 909, 939, 990, 991, 급행1, 급행3, 급행5, 급행6, 동구2"
7001005900,5115,섬유회관건너1,Textile Center,대구광역시,중구,성내3동,128.58333,35.87068,13,"156, 240, 309, 425, 524, 623, 653, 724, 939, 급행1, 급행3, 급행5, 동구2"
7001006000,5255,섬유회관건너2,Textile Center,대구광역시,중구,성내2동,128.585375,35.87048333,3,"323, 651, 급행6"
7001006100,2229,곽병원앞2,Kwak's hospital,대구광역시,중구,성내2동,128.5892833,35.87035333,4,"급행1, 급행3, 급행5, 급행6"
7001006200,2235,곽병원건너,Kwak's hospital,대구광역시,중구,성내2동,128.58967,35.87029167,12,"156, 309, 425, 524, 623, 724, 909, 939, 급행1, 급행3, 급행5, 급행6"
7001006300,2391,곽병원앞1,Kwak's hospital,대구광역시,중구,성내2동,128.589635,35.87041,6,"156, 309, 425, 524, 623, 724"
7001006400,2237,만경관건너,MMC Megaplex Cinemas,대구광역시,중구,성내2동,128.5905233,35.87045333,3,"234, 240, 323-1"
7001006500,2228,만경관앞,MMC Megaplex Cinemas,대구광역시,중구,성내2동,128.59024,35.870545,4,"234, 240, 323, 939"
7001006600,2239,CGV대구한일건너,CGV DAEGU-HANIL,대구광역시,중구,성내1동,128.5963767,35.87073667,10,"156, 234, 240, 309, 323, 425, 524, 724, 939, 980"
7001006700,2238,CGV대구한일앞,CGV DAEGU-HANIL,대구광역시,중구,성내1동,128.5966583,35.87061167,4,"156, 323-1, 524, 급행6"
7001006800,2326,2.28기념중앙공원앞,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,128.598335,35.87037333,12,"234, 240, 309, 425, 518, 650, 724, 909, 939, 급행1, 급행3, 급행5"
7001006900,9083,2.28기념중앙공원건너1,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,128.5980172,35.8705917,6,"518, 가창2, 급행1, 급행3, 급행5, 급행6"
7001007000,5258,적십자혈액원앞,Red Cross Blood Center,대구광역시,중구,성내3동,128.5784283,35.87833667,2,"204, 618"
7001007100,114,적십자혈액원건너,Red Cross Blood Center,대구광역시,중구,성내3동,128.5788633,35.87809833,2,"204, 618"
7001007200,2550,중구보건소건너,Jung Community Health Center,대구광역시,중구,성내3동,128.5848933,35.87692333,5,"101-1, 204, 618, 808, 북구2"
7001007300,5257,중구보건소앞,Jung Community Health Center,대구광역시,중구,성내3동,128.5849567,35.87709167,4,"101, 204, 618, 808"
7001007400,1738,대구콘서트하우스앞,Daegu Concert House,대구광역시,중구,성내2동,128.592525,35.87564167,8,"101, 204, 349, 618, 651, 653, 708, 808"
7001007500,2203,경대사대부설고등학교앞,Kyungpook National University High School ,대구광역시,중구,대봉1동,128.6005217,35.863515,10,"306, 309, 609, 649, 805, 840, 939, 990, 991, 급행2"
7001007600,2191,경북대학교치과병원,Kyungpook National University Dental hospital,대구광역시,중구,삼덕동,128.6014267,35.86360667,10,"306, 309, 609, 649, 805, 840, 939, 990, 991, 급행2"
7001007700,2075,방천시장(김광석길)건너,Bangcheon Market(KimKwangseok-gil),대구광역시,중구,삼덕동,128.60572,35.86268,8,"309, 403, 609, 649, 840, 939, 990, 991"
7001007800,2076,방천시장(김광석길)앞,Bangcheon Market(KimKwangseok-gil),대구광역시,중구,대봉1동,128.6063617,35.862305,8,"309, 403, 609, 649, 840, 939, 990, 991"
7001007900,2158,대백프라자앞,Debec Plaza,대구광역시,중구,대봉1동,128.604395,35.85510833,5,"234, 304, 323, 509, 순환2"
7001008000,2161,대봉성당,Daebong Catholic Church,대구광역시,중구,대봉2동,128.600723,35.85543885,5,"234, 304, 509, 730, 순환2"
7001008100,1030,건들바위건너,Geondeulbawi,대구광역시,중구,대봉2동,128.5984383,35.85746167,2,"234, 730"
7001008200,1035,건들바위앞,Geondeulbawi,대구광역시,중구,대봉2동,128.5986067,35.85824833,2,"234, 730"
7001008300,9333,봉산가구골목(동편),Bongsan Gagu Golmok,대구광역시,중구,성내1동,128.5992273,35.86151838,4,"234, 240, 730, 동구2"
7001008400,1036,봉산가구골목(서편),Bongsan Gagu Golmok,대구광역시,중구,성내1동,128.59911,35.86121,4,"234, 240, 730, 동구2"
7001008500,9334,봉산육거리,Bongsan Junction,대구광역시,중구,성내1동,128.5992326,35.86275288,4,"234, 240, 730, 동구2"
7001008600,633,청구타운앞,Cheonggu Town,대구광역시,중구,대봉1동,128.6034733,35.86138333,1,323-1
7001008700,623,청구타운건너,Cheonggu Town,대구광역시,중구,대봉1동,128.6041317,35.86037,1,323
7001008800,615,청운맨션앞,Cheongun Mansion,대구광역시,중구,대봉1동,128.60475,35.85716833,1,323-1
7001008900,617,청운맨션건너,Cheongun Mansion,대구광역시,중구,대봉1동,128.60453,35.85677167,1,323
7001009000,3165,구.대봉도서관앞,Former Daebong Public Library,대구광역시,중구,대봉1동,128.6022091,35.856554,2,"240, 401"
7001009100,3166,구.대봉도서관건너,Former Daebong Public Library,대구광역시,중구,대봉2동,128.601724,35.85752973,2,"240, 401"
7001009200,3168,대구맨션앞,Daegu Mansion,대구광역시,중구,대봉1동,128.6008317,35.860105,2,"240, 401"
7001009300,3167,대구맨션건너,Daegu Mansion,대구광역시,중구,대봉2동,128.6009383,35.85980667,2,"240, 401"
7001009400,9086,삼덕교회,Samdeok Church,대구광역시,중구,삼덕동,128.6000157,35.86615017,5,"234, 240, 309, 939, 동구2"
7001009500,9087,삼덕성당앞,Samdeok Catholic Church,대구광역시,중구,삼덕동,128.5997461,35.86751068,5,"234, 240, 309, 939, 동구2"
7001009600,2190,국채보상운동기념공원,Gukchae Bosang Park,대구광역시,중구,동인1.2.4가동,128.60384,35.868255,4,"306, 323-1, 403, 805"
7001009700,632,경북대학교병원건너,Kyungpook National University hospital,대구광역시,중구,삼덕동,128.6032933,35.86574167,4,"306, 323-1, 403, 805"
7001009800,621,경북대학교병원앞,Kyungpook National University hospital,대구광역시,중구,삼덕동,128.6032433,35.86523333,4,"306, 323, 403, 805"
7001009900,5095,중구청건너,Jung District Office,대구광역시,중구,동인1.2.4가동,128.6071983,35.86884,7,"518, 724, 805, 909, 가창2, 급행3, 급행5"
7001010000,2061,중구청앞,Jung District Office,대구광역시,중구,동인1.2.4가동,128.6069017,35.868935,7,"518, 724, 805, 909, 가창2, 급행3, 급행5"
7001010100,2063,동인초등학교앞,Dongin Elementary School,대구광역시,중구,동인1.2.4가동,128.6107933,35.86843333,5,"518, 724, 805, 909, 가창2"
7001010200,2060,동인초등학교건너,Dongin Elementary School,대구광역시,중구,동인1.2.4가동,128.6106767,35.86858667,5,"518, 724, 805, 909, 가창2"
7001010300,2168,대구광역시청앞,City Hall,대구광역시,중구,동인1.2.4가동,128.6009733,35.872205,3,"524, 급행6, 동구2"
7001010400,2169,대구광역시청건너,City Hall,대구광역시,중구,성내1동,128.6008167,35.87202333,3,"524, 급행6, 동구2"
7001010500,2147,대구역건너,Daegu Station ,대구광역시,중구,성내1동,128.5975133,35.874605,8,"101-1, 401, 618, 651, 708, 808, 980, 가창2"
7001010600,5323,대구역앞,Daegu Station,대구광역시,중구,성내1동,128.5977467,35.87454667,6,"101, 401, 618, 651, 708, 808"
7001010700,2148,교동시장앞,Gyodong Market,대구광역시,중구,성내1동,128.5993817,35.87416,6,"101-1, 401, 618, 651, 708, 980"
7001010800,2551,태평상가건너,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,128.6026167,35.873465,7,"101-1, 401, 524, 618, 651, 708, 980"
7001010900,116,태평상가앞2,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,128.6031967,35.87336,1,524
7001011000,3188,동인네거리1,Dongin (4) Junction,대구광역시,중구,동인1.2.4가동,128.606095,35.87251667,2,"425, 651"
7001011100,549,동인네거리2,Dongin (4) Junction,대구광역시,중구,동인3가동,128.606795,35.872665,2,"425, 651"
7001011200,651,신천교1,Sincheongyo (Bridge),대구광역시,중구,동인3가동,128.609725,35.873175,2,"425, 651"
7001011300,548,신천교2,Sincheongyo (Bridge),대구광역시,중구,동인3가동,128.6098483,35.873275,2,"425, 651"
7001011400,2189,동인치안센터건너,Dongin Police Operations Center,대구광역시,중구,동인1.2.4가동,128.6043217,35.871335,7,"156, 306, 403, 425, 650, 980, 가창2"
7001011500,2188,동인치안센터앞,Dongin Police Operations Center,대구광역시,중구,동인1.2.4가동,128.6044567,35.871205,5,"156, 306, 403, 425, 650"
7001011600,5283,달성공원건너,Dalseong Park,대구광역시,중구,성내3동,128.58224,35.87255333,7,"300, 523, 808, 836, 939, 동구2, 북구2"
7001011700,2230,2.28기념중앙공원건너2,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,128.5990433,35.87032333,2,"650, 909"
7001011800,2219,반월당역(1번출구)2,Banwoldang Station,대구광역시,중구,남산2동,128.5929317,35.86258333,5,"204, 304, 518, 649, 706"
7001012000,1229,성명여자중학교,Seongmyeong Girls' Middle School,대구광역시,중구,성내2동,128.5860567,35.86887,3,"840, 990, 991"
7001012200,5256,대구콘서트하우스건너,Daegu Concert House,대구광역시,중구,성내2동,128.592625,35.875445,9,"101-1, 204, 349, 618, 651, 653, 708, 808, 북구2"
7001012300,2157,2호선반월당역2,Banwoldang Station,대구광역시,중구,성내1동,128.595665,35.86507833,6,"609, 649, 840, 990, 991, 급행2"
7001012400,1023,남문시장건너1,Nammun Market,대구광역시,중구,남산1동,128.59167,35.86164,1,동구2
7001012500,1025,남산2동주민센터앞,Namsan 2-dong Community Center,대구광역시,중구,남산2동,128.58913,35.86405667,1,동구2
7001012600,127,매일신문사건너,Maeil Newspaper Company,대구광역시,중구,성내2동,128.5870283,35.868525,1,동구2
7001012700,3333,태평상가앞1,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,128.602562,35.873485,5,"101, 401, 618, 651, 708"
7001013500,2431,매일신문사앞,Maeil Newspaper Company,대구광역시,중구,성내2동,128.5871519,35.86818405,2,"323-1, 동구2"
7001013700,5337,약령시입구,Yangnyeongsi,대구광역시,중구,성내2동,128.5892817,35.86638,7,"405, 609, 840, 909, 990, 991, 북구2"
7001013800,9336,청라언덕(신남)역(2번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,남산4동,128.580695,35.86426667,1,323-1
7001013900,3905,청라언덕(신남)역(8번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,남산2동,128.5838733,35.86519,3,"323-1, 405, 609"
7011000100,153,불로전통시장앞,Bullo Traditional Market,대구광역시,동구,불로.봉무동,128.641095,35.91063167,7,"101, 101-1, 401, 급행1, 동구8, 팔공1, 팔공2"
7011000200,157,불로전통시장건너,Bullo Traditional Market,대구광역시,동구,불로.봉무동,128.640945,35.9106,7,"101, 101-1, 401, 급행1, 동구8, 팔공1, 팔공2"
7011000300,154,불로동고분군앞,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,128.6412378,35.91459735,7,"101, 101-1, 401, 급행1, 동구8, 팔공1, 팔공2"
7011000400,156,불로동고분군건너,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,128.6409893,35.91508832,7,"101, 101-1, 401, 급행1, 동구8, 팔공1, 팔공2"
7011000900,1852,봉무청구새들마을앞,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,128.6419017,35.92996555,9,"101, 101-1, 401, 급행1, 급행6, 동구8, 북구2, 팔공1, 팔공2"
7011001000,1853,봉무청구새들마을건너,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,128.6417333,35.93007333,9,"101, 101-1, 401, 급행1, 급행6, 동구8, 북구2, 팔공1, 팔공2"
7011001100,1854,파군재삼거리2,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,128.643845,35.93401,7,"101, 101-1, 401, 동구8, 북구2, 팔공1, 팔공2"
7011001200,2418,파군재삼거리1,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,128.6435133,35.93584,7,"101, 101-1, 401, 동구8, 북구2, 팔공1, 팔공2"
7011001300,1855,공산동행정복지센터건너,Gongsan-dong Community service Center,대구광역시,동구,공산동,128.6457148,35.93988017,3,"401, 팔공1, 팔공2"
7011001400,5085,공산동행정복지센터앞,Gongsan-dong Community service Center,대구광역시,동구,공산동,128.6455184,35.94004218,3,"401, 팔공1, 팔공2"
7011001500,1856,팔공보성아파트건너,Palgong Boseong Apts,대구광역시,동구,공산동,128.646605,35.94233333,4,"401, 급행1, 팔공1, 팔공2"
7011001600,2540,팔공보성아파트앞,Palgong Boseong Apts,대구광역시,동구,공산동,128.6464036,35.94224102,4,"401, 급행1, 팔공1, 팔공2"
7011001700,9170,대구중앙중고등학교건너,Daegu Joongang Middle and High School,대구광역시,동구,신천1.2동,128.6167431,35.86808403,6,"518, 724, 805, 909, 급행3, 급행5"
7011001800,2616,대구중앙중고등학교앞,Daegu Joongang Middle and High School,대구광역시,수성구,수성4가동,128.6165584,35.86786883,6,"518, 724, 805, 909, 급행3, 급행5"
7011001900,659,청구고등학교앞,Cheonggu High School,대구광역시,동구,신천3동,128.6219035,35.8675761,3,"518, 724, 805"
7011002000,2040,청구고등학교건너,Cheonggu High School,대구광역시,수성구,범어3동,128.62363,35.867115,2,"518, 724"
7011002100,2057,신천LH아파트건너,Sincheon LH Apt,대구광역시,동구,신천1.2동,128.6139383,35.87399833,5,"101-1, 425, 651, 동구2, 북구3"
7011002200,2056,신천LH아파트앞,Sincheon LH Apt,대구광역시,동구,신천1.2동,128.6138783,35.87408833,5,"101, 425, 651, 동구2, 북구3"
7011002300,9063,신천역(2번출구),Sincheon Station,대구광역시,동구,신천1.2동,128.6167217,35.874481,5,"101, 425, 651, 동구2, 북구3"
7011002400,469,역전시장앞,Yeokjeon Market,대구광역시,동구,신천3동,128.6202233,35.875165,4,"425, 651, 909, 북구3"
7011002500,2037,역전시장건너,Yeokjeon Market,대구광역시,동구,신천3동,128.62092,35.87543667,4,"425, 651, 909, 북구3"
7011002600,476,신천3동행정복지센터건너,Sincheon 3-dong Community service Center,대구광역시,동구,신천3동,128.6236878,35.87422172,2,"805, 동구1-1"
7011002700,474,솔렌스힐앞,Solens Hill,대구광역시,동구,신천3동,128.6238033,35.87145667,1,805
7011002800,477,솔렌스힐건너,Solens Hill,대구광역시,동구,신천3동,128.6235933,35.87125833,1,805
7011002900,473,한국건강관리협회앞,Korea Association of Health Promotion,대구광역시,동구,신천3동,128.6232817,35.86900667,1,805
7011003000,2058,신천3치안센터앞,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천3동,128.6201467,35.870015,3,"410-1, 909, 동구1"
7011003100,2524,신천3치안센터건너,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천1.2동,128.620095,35.86986667,3,"410, 909, 동구1-1"
7011003200,655,명문오하임아파트앞,Myoungmoon OhaIm Apts,대구광역시,동구,신천3동,128.6197083,35.87249833,1,동구1
7011003300,658,명문오하임아파트건너,Myoungmoon OhaIm Apts,대구광역시,동구,신천3동,128.619745,35.87261667,1,동구1-1
7011003400,656,신천초등학교앞,Sincheon Elementary School,대구광역시,동구,신천3동,128.6230267,35.87188,1,동구1
7011003500,657,신천초등학교건너,Sincheon Elementary School,대구광역시,동구,신천3동,128.6230667,35.87189667,1,동구1-1
7011003600,5076,신천역(5번출구),Sincheon Station,대구광역시,동구,신천3동,128.6183783,35.87324667,2,"410-1, 909"
7011003700,5152,신천역(4번출구),Sincheon Station,대구광역시,동구,신천1.2동,128.6185533,35.87276167,2,"410, 909"
7011003800,9150,한국국토정보공사건너,Korea Land and Geospatial Informatix Corporation,대구광역시,동구,신천3동,128.6241079,35.87600177,3,"425, 651, 909"
7011003900,468,한국국토정보공사앞,Korea Land and Geospatial Informatix Corporation,대구광역시,동구,신천3동,128.6242633,35.87622333,4,"425, 651, 909, 북구3"
7011004000,9059,동대구역복합환승센터앞,Dong-Daegu Station Transfer Center Complex,대구광역시,동구,신천4동,128.6299233,35.877535,10,"156, 413, 425, 524, 651, 708, 909, 937, 동구1-1, 순환2-1"
7011004100,9193,동대구역복합환승센터건너,Dong-Daegu Station Transfer Center Complex,대구광역시,동구,신천4동,128.630105,35.87736167,14,"156, 399, 413, 425, 524, 55, 555, 651, 708, 818, 909, 937, 동구1, 순환2"
7011004200,5552,대구지방법원등기국앞,Daegu Registry Office,대구광역시,동구,효목2동,128.63459,35.87864167,6,"156, 399, 413, 818, 909, 동구1"
7011004300,5148,대구지방법원등기국건너,Daegu Registry Office,대구광역시,동구,효목2동,128.634735,35.87897667,4,"156, 413, 909, 동구1-1"
7011004400,5051,청기와주유소건너,Chunggiwa Gas Station,대구광역시,동구,효목1동,128.6483567,35.878025,7,"156, 323, 518, 55, 555, 651, 708"
7011004500,2043,효목네거리3,Hyomok (4) Junction,대구광역시,동구,효목1동,128.6463317,35.87727333,7,"156, 323, 518, 55, 555, 651, 708"
7011004600,5151,CMB대구방송,CMB Daegu Broadcasting,대구광역시,동구,신천4동,128.6312917,35.86875485,6,"399, 518, 55, 555, 818, 순환2"
7011004700,2034,구.동부정류장(메트로팔레스),Former Dongbu Bus Termimal,대구광역시,수성구,만촌1동,128.6329383,35.87013333,4,"518, 524, 급행5, 순환2-1"
7011004800,2033,코오롱아파트,Kolon Apts,대구광역시,동구,신천4동,128.6323467,35.86983667,8,"399, 518, 524, 55, 555, 818, 급행5, 순환2"
7011004900,3123,수성도서관앞,Suseong Public Library,대구광역시,수성구,만촌1동,128.63806,35.87273333,5,"518, 55, 555, 651, 708"
7011005000,493,수성도서관건너,Suseong Public Library,대구광역시,동구,효목2동,128.6378933,35.87289333,8,"399, 518, 55, 555, 651, 708, 818, 동구1"
7011005100,2521,한전동대구지사건너,KEPCO Dongdaegu District Office,대구광역시,수성구,만촌1동,128.64116,35.87424167,9,"399, 413, 518, 55, 555, 651, 708, 909, 급행5"
7011005200,2044,한전동대구지사,KEPCO Dongdaegu District Office,대구광역시,동구,효목2동,128.641147,35.87447892,9,"399, 413, 518, 55, 555, 651, 708, 909, 급행5"
7011005300,495,동구시장앞,Donggu Market,대구광역시,동구,효목2동,128.6393217,35.87409,3,"413, 909, 동구1-1"
7011005400,492,동구시장건너,Donggu Market,대구광역시,동구,효목2동,128.639295,35.87429667,5,"399, 413, 818, 909, 동구1"
7011005500,9143,동구기억쉼터건너,Dong-gu Memory Shelter,대구광역시,동구,효목2동,128.6391872,35.87754888,3,"413, 909, 동구1-1"
7011005600,491,동구기억쉼터앞,Dong-gu Memory Shelter,대구광역시,동구,효목2동,128.6387763,35.87761618,5,"399, 413, 818, 909, 동구1"
7011005700,462,경북아파트앞(신천동),Sincheon Gyeongbuk Apts,대구광역시,동구,신천4동,128.6328783,35.87642167,8,"425, 524, 55, 555, 651, 708, 937, 순환2"
7011005800,5149,경북아파트건너(신천동),Sincheon Gyeongbuk Apts,대구광역시,동구,효목2동,128.6328333,35.87666667,6,"425, 524, 651, 708, 937, 순환2-1"
7011005900,463,팔공정보문화센터건너,Palgong Information Culture Center,대구광역시,동구,신천4동,128.634368,35.87407742,8,"425, 524, 55, 555, 651, 708, 937, 순환2"
7011006000,2035,팔공정보문화센터앞,Palgong Information Culture Center,대구광역시,동구,효목2동,128.6346605,35.87390093,6,"425, 524, 651, 708, 937, 순환2-1"
7011006100,9088,영남일보건너,Yeongnam Ilbo,대구광역시,동구,신천4동,128.6264777,35.86910878,5,"399, 814, 8140, 818, 수성4"
7011006200,2039,영남일보앞,Yeongnam Ilbo,대구광역시,동구,신천3동,128.6261155,35.86818597,4,"724, 814, 8140, 수성4"
7011006300,2031,상공회의소건너,Chamber of commerce and industry,대구광역시,동구,신천4동,128.6257988,35.87139963,5,"399, 814, 8140, 818, 수성4"
