ID,ECLO
ACCIDENT_39609,4.067984021788571
ACCIDENT_39610,3.5994632090589915
ACCIDENT_39611,4.589351723028558
ACCIDENT_39612,4.542619079562606
ACCIDENT_39613,4.923432708491935
ACCIDENT_39614,4.481597492024899
ACCIDENT_39615,4.309972645191995
ACCIDENT_39616,3.714992742780126
ACCIDENT_39617,4.306796094941031
ACCIDENT_39618,4.369116806294976
ACCIDENT_39619,4.820832794058688
ACCIDENT_39620,3.394122195945739
ACCIDENT_39621,4.061787576727516
ACCIDENT_39622,3.3922827768373605
ACCIDENT_39623,3.048877178289488
ACCIDENT_39624,4.037914242556531
ACCIDENT_39625,4.8536823464745975
ACCIDENT_39626,4.228151452257255
ACCIDENT_39627,4.233754872955768
ACCIDENT_39628,4.348759203484274
ACCIDENT_39629,4.216994992747702
ACCIDENT_39630,3.108439622348918
ACCIDENT_39631,4.064022783868528
ACCIDENT_39632,4.386670145101037
ACCIDENT_39633,4.367808938665498
ACCIDENT_39634,4.5233515754402625
ACCIDENT_39635,4.421594782956529
ACCIDENT_39636,4.391840350017509
ACCIDENT_39637,3.4577588397120067
ACCIDENT_39638,4.037914242556531
ACCIDENT_39639,4.401258284031988
ACCIDENT_39640,4.061787576727516
ACCIDENT_39641,4.929658803445669
ACCIDENT_39642,3.7736209913302874
ACCIDENT_39643,4.421594782956529
ACCIDENT_39644,3.048877178289488
ACCIDENT_39645,3.500128515669984
ACCIDENT_39646,4.550296833633852
ACCIDENT_39647,4.843223781275013
ACCIDENT_39648,4.993965883341599
ACCIDENT_39649,3.048877178289488
ACCIDENT_39650,3.7098268332277495
ACCIDENT_39651,3.6550682609827687
ACCIDENT_39652,4.897926890671684
ACCIDENT_39653,3.5726706074048886
ACCIDENT_39654,3.3347007790602836
ACCIDENT_39655,3.7794955370131387
ACCIDENT_39656,3.6475585846805663
ACCIDENT_39657,4.048038017720524
ACCIDENT_39658,4.370480929599871
ACCIDENT_39659,3.8300612096179707
ACCIDENT_39660,4.295196867206659
ACCIDENT_39661,4.033809188867231
ACCIDENT_39662,4.280645768589467
ACCIDENT_39663,4.054885435786062
ACCIDENT_39664,3.8171284887581836
ACCIDENT_39665,4.029632383454107
ACCIDENT_39666,3.313268170765604
ACCIDENT_39667,4.017203323497108
ACCIDENT_39668,3.484055118638156
ACCIDENT_39669,3.3483175636036613
ACCIDENT_39670,4.072632555349353
ACCIDENT_39671,4.4762279508306255
ACCIDENT_39672,4.024665459785837
ACCIDENT_39673,3.2956325837633287
ACCIDENT_39674,4.306697426950384
ACCIDENT_39675,3.829784471569062
ACCIDENT_39676,4.257406558445998
ACCIDENT_39677,3.4472789126442915
ACCIDENT_39678,3.6469347063882154
ACCIDENT_39679,3.9923961362125757
ACCIDENT_39680,4.266144896488473
ACCIDENT_39681,3.509462381599069
ACCIDENT_39682,3.8194841145926963
ACCIDENT_39683,3.697409102926774
ACCIDENT_39684,3.9124499849775045
ACCIDENT_39685,4.05127578752541
ACCIDENT_39686,4.505593888095564
ACCIDENT_39687,4.4957127681558875
ACCIDENT_39688,3.1015520637865786
ACCIDENT_39689,4.297798880019716
ACCIDENT_39690,4.0587908774583585
ACCIDENT_39691,3.879268763372645
ACCIDENT_39692,4.055765416890909
ACCIDENT_39693,3.5155611709247037
ACCIDENT_39694,4.326547230861332
ACCIDENT_39695,4.0326239694112775
ACCIDENT_39696,4.454083376448174
ACCIDENT_39697,4.079547018134705
ACCIDENT_39698,4.0630416417912985
ACCIDENT_39699,4.054046981034384
ACCIDENT_39700,4.101827589295005
ACCIDENT_39701,4.400307133205026
ACCIDENT_39702,4.208201408531243
ACCIDENT_39703,4.290554265156404
ACCIDENT_39704,4.092295680102883
ACCIDENT_39705,4.052314684498741
ACCIDENT_39706,3.4356283565760792
ACCIDENT_39707,4.363387088337689
ACCIDENT_39708,4.2646346722349175
ACCIDENT_39709,4.260237695423851
ACCIDENT_39710,3.5804319289994684
ACCIDENT_39711,4.07577554587519
ACCIDENT_39712,3.823573018762551
ACCIDENT_39713,3.9972261036409433
ACCIDENT_39714,4.26799335085471
ACCIDENT_39715,4.4957127681558875
ACCIDENT_39716,4.054878811381864
ACCIDENT_39717,4.100571360567901
ACCIDENT_39718,4.304901302756499
ACCIDENT_39719,4.041585361354585
ACCIDENT_39720,4.033809188867231
ACCIDENT_39721,4.370480929599871
ACCIDENT_39722,4.2646346722349175
ACCIDENT_39723,4.280258471314612
ACCIDENT_39724,4.35922239781558
ACCIDENT_39725,4.370480929599871
ACCIDENT_39726,4.349171256061393
ACCIDENT_39727,3.313268170765604
ACCIDENT_39728,4.079547018134705
ACCIDENT_39729,4.054046981034384
ACCIDENT_39730,4.26799335085471
ACCIDENT_39731,4.3004172931729965
ACCIDENT_39732,3.8221559762820263
ACCIDENT_39733,4.041585361354585
ACCIDENT_39734,3.3483175636036613
ACCIDENT_39735,3.9911122873258913
ACCIDENT_39736,4.483932190058887
ACCIDENT_39737,3.9740700418503234
ACCIDENT_39738,4.280258471314612
ACCIDENT_39739,4.370480929599871
ACCIDENT_39740,4.011892353051276
ACCIDENT_39741,3.527309111262076
ACCIDENT_39742,4.136477263784707
ACCIDENT_39743,4.249284017476417
ACCIDENT_39744,4.205178839285414
ACCIDENT_39745,4.311639636656869
ACCIDENT_39746,3.3984565321272395
ACCIDENT_39747,4.06110507787114
ACCIDENT_39748,4.266144896488473
ACCIDENT_39749,3.1015520637865786
ACCIDENT_39750,4.261842258103348
ACCIDENT_39751,3.6588187948072637
ACCIDENT_39752,4.454083376448174
ACCIDENT_39753,3.9852863262525933
ACCIDENT_39754,4.018492129775941
ACCIDENT_39755,3.6898603911689882
ACCIDENT_39756,4.100571360567901
ACCIDENT_39757,4.101827589295005
ACCIDENT_39758,4.503865342064219
ACCIDENT_39759,3.3597593472906784
ACCIDENT_39760,4.092295680102883
ACCIDENT_39761,3.9923961362125757
ACCIDENT_39762,4.293470499755823
ACCIDENT_39763,4.280267518250854
ACCIDENT_39764,3.8171284887581836
ACCIDENT_39765,4.286009844193489
ACCIDENT_39766,3.3643443513186435
ACCIDENT_39767,3.5641849481887125
ACCIDENT_39768,3.2625482214832306
ACCIDENT_39769,4.261796227740988
ACCIDENT_39770,4.051906549908533
ACCIDENT_39771,4.313167521190241
ACCIDENT_39772,4.324035854701036
ACCIDENT_39773,4.037327550025556
ACCIDENT_39774,4.039782078288934
ACCIDENT_39775,3.3259999672406675
ACCIDENT_39776,3.593286528548952
ACCIDENT_39777,4.0587908774583585
ACCIDENT_39778,3.9852863262525933
ACCIDENT_39779,4.4762279508306255
ACCIDENT_39780,4.011198978321173
ACCIDENT_39781,3.766650535299406
ACCIDENT_39782,4.178091848624544
ACCIDENT_39783,4.370480929599871
ACCIDENT_39784,4.454083376448174
ACCIDENT_39785,4.515519335741752
ACCIDENT_39786,3.3178282536405828
ACCIDENT_39787,4.522989629881426
ACCIDENT_39788,3.7653810540434103
ACCIDENT_39789,4.109629996173102
ACCIDENT_39790,4.26783936599737
ACCIDENT_39791,4.101108689805807
ACCIDENT_39792,3.7316778437160787
ACCIDENT_39793,4.266144896488473
ACCIDENT_39794,3.7265860096916024
ACCIDENT_39795,4.624831653585333
ACCIDENT_39796,3.9065827502116193
ACCIDENT_39797,4.819177931731131
ACCIDENT_39798,4.280898282726054
ACCIDENT_39799,4.550296833633852
ACCIDENT_39800,4.442517619031042
ACCIDENT_39801,4.206385832426029
ACCIDENT_39802,4.843223781275013
ACCIDENT_39803,4.843223781275013
ACCIDENT_39804,4.349914565348439
ACCIDENT_39805,3.344564236684125
ACCIDENT_39806,4.714467062148126
ACCIDENT_39807,4.843223781275013
ACCIDENT_39808,4.974300995991471
ACCIDENT_39809,4.292296811335657
ACCIDENT_39810,3.368711167390056
ACCIDENT_39811,3.8209565798496836
ACCIDENT_39812,4.421594782956529
ACCIDENT_39813,4.0723397294037404
ACCIDENT_39814,3.785148263555489
ACCIDENT_39815,4.401258284031988
ACCIDENT_39816,4.798628559559133
ACCIDENT_39817,4.300663107838704
ACCIDENT_39818,4.8536823464745975
ACCIDENT_39819,4.843223781275013
ACCIDENT_39820,4.846125451850583
ACCIDENT_39821,4.536868311175276
ACCIDENT_39822,4.999228020637409
ACCIDENT_39823,4.349914565348439
ACCIDENT_39824,4.843223781275013
ACCIDENT_39825,4.346755355122296
ACCIDENT_39826,4.061787576727516
ACCIDENT_39827,4.382026138264798
ACCIDENT_39828,4.179702593399406
ACCIDENT_39829,4.306737001431714
ACCIDENT_39830,4.8536823464745975
ACCIDENT_39831,4.531925329458804
ACCIDENT_39832,4.575581672520972
ACCIDENT_39833,4.843223781275013
ACCIDENT_39834,4.533598279330243
ACCIDENT_39835,3.5246564865287535
ACCIDENT_39836,4.408768963865836
ACCIDENT_39837,3.9838982912159615
