ID,ECLO
ACCIDENT_39609,3.6033305435518543
ACCIDENT_39610,3.0147580320777188
ACCIDENT_39611,4.885715352527848
ACCIDENT_39612,3.3018752448486977
ACCIDENT_39613,4.4713117526124035
ACCIDENT_39614,3.4358937200510393
ACCIDENT_39615,3.025156549628662
ACCIDENT_39616,3.109242253869874
ACCIDENT_39617,2.999999996833231
ACCIDENT_39618,3.0694289952388094
ACCIDENT_39619,3.117580817318143
ACCIDENT_39620,2.999999996833231
ACCIDENT_39621,2.999999996833231
ACCIDENT_39622,3.0048220845522726
ACCIDENT_39623,3.000038850179166
ACCIDENT_39624,3.0293964607007733
ACCIDENT_39625,4.325165380274641
ACCIDENT_39626,3.0608482877251464
ACCIDENT_39627,3.0292880955716357
ACCIDENT_39628,3.1026227471279286
ACCIDENT_39629,3.16008898290764
ACCIDENT_39630,3.000000006720608
ACCIDENT_39631,3.0011843449250715
ACCIDENT_39632,3.013650877009518
ACCIDENT_39633,3.00000001586852
ACCIDENT_39634,3.0891487065027663
ACCIDENT_39635,3.009556242833662
ACCIDENT_39636,3.021241252600469
ACCIDENT_39637,2.999999996833231
ACCIDENT_39638,3.0243530414833897
ACCIDENT_39639,3.045044217044907
ACCIDENT_39640,2.999999996833231
ACCIDENT_39641,4.426750986754417
ACCIDENT_39642,3.0627980999807347
ACCIDENT_39643,3.00380225994835
ACCIDENT_39644,2.999999996833231
ACCIDENT_39645,3.0463192596161837
ACCIDENT_39646,3.110795342913783
ACCIDENT_39647,3.9705782017624007
ACCIDENT_39648,4.925802620630232
ACCIDENT_39649,3.000038850179166
ACCIDENT_39650,3.2658259991134604
ACCIDENT_39651,3.0965060815951784
ACCIDENT_39652,3.8582557651110188
ACCIDENT_39653,3.033966969764331
ACCIDENT_39654,3.000702052720945
ACCIDENT_39655,2.999999996833231
ACCIDENT_39656,3.050367546320536
ACCIDENT_39657,3.0026813196512707
ACCIDENT_39658,2.999999996833231
ACCIDENT_39659,2.999999996833231
ACCIDENT_39660,2.9999732159334664
ACCIDENT_39661,2.999999996833231
ACCIDENT_39662,3.015930475151868
ACCIDENT_39663,2.999999996833231
ACCIDENT_39664,2.999999996833231
ACCIDENT_39665,2.999999996833231
ACCIDENT_39666,2.999999996833231
ACCIDENT_39667,3.0011179982577425
ACCIDENT_39668,2.999999996833231
ACCIDENT_39669,2.999999996833231
ACCIDENT_39670,2.999999996833231
ACCIDENT_39671,3.0425098937501946
ACCIDENT_39672,3.3354806027132673
ACCIDENT_39673,2.999999996833231
ACCIDENT_39674,3.002329880008783
ACCIDENT_39675,3.0152648657694567
ACCIDENT_39676,3.0018605550489603
ACCIDENT_39677,3.008707096295038
ACCIDENT_39678,3.0708310750514345
ACCIDENT_39679,2.999999996833231
ACCIDENT_39680,3.000535542021303
ACCIDENT_39681,3.00068743607655
ACCIDENT_39682,3.0000009944489787
ACCIDENT_39683,3.046419481912806
ACCIDENT_39684,3.7503910665775564
ACCIDENT_39685,3.021451232498302
ACCIDENT_39686,3.170563150542375
ACCIDENT_39687,3.238031354840243
ACCIDENT_39688,2.999999996833231
ACCIDENT_39689,3.000090999176202
ACCIDENT_39690,2.999999996833231
ACCIDENT_39691,3.8284006458262807
ACCIDENT_39692,3.017568929758047
ACCIDENT_39693,3.0008051281265216
ACCIDENT_39694,3.0196372408797743
ACCIDENT_39695,3.003781618283191
ACCIDENT_39696,3.4461434726451428
ACCIDENT_39697,2.999999996833231
ACCIDENT_39698,3.0111497668203397
ACCIDENT_39699,3.0251022348977417
ACCIDENT_39700,3.002784186598899
ACCIDENT_39701,3.006928836587219
ACCIDENT_39702,3.00120273618345
ACCIDENT_39703,3.018762404702242
ACCIDENT_39704,2.999999996833231
ACCIDENT_39705,2.999999996833231
ACCIDENT_39706,3.0154963784217226
ACCIDENT_39707,3.884127452661684
ACCIDENT_39708,3.000832155225939
ACCIDENT_39709,3.0028794880147553
ACCIDENT_39710,3.009147044355123
ACCIDENT_39711,3.0208064864788517
ACCIDENT_39712,3.115453320375173
ACCIDENT_39713,2.999999996833231
ACCIDENT_39714,3.015958039867294
ACCIDENT_39715,3.3754235068763103
ACCIDENT_39716,3.0035675387385505
ACCIDENT_39717,3.019905095398089
ACCIDENT_39718,3.0652427477397164
ACCIDENT_39719,3.000957008928176
ACCIDENT_39720,3.0028124564976553
ACCIDENT_39721,3.0063647289315787
ACCIDENT_39722,3.0199758247465844
ACCIDENT_39723,2.999999996833231
ACCIDENT_39724,3.0105063422832723
ACCIDENT_39725,2.999999996833231
ACCIDENT_39726,3.000006454800357
ACCIDENT_39727,2.999999996833231
ACCIDENT_39728,2.999999996833231
ACCIDENT_39729,3.0251022348977417
ACCIDENT_39730,3.0050709419355695
ACCIDENT_39731,3.0133984317056917
ACCIDENT_39732,3.0661742876689972
ACCIDENT_39733,2.999999996833231
ACCIDENT_39734,2.999999996833231
ACCIDENT_39735,3.035392261726576
ACCIDENT_39736,3.747681344809611
ACCIDENT_39737,3.5105947991974857
ACCIDENT_39738,3.005427187756313
ACCIDENT_39739,2.999999996833231
ACCIDENT_39740,2.999999996833231
ACCIDENT_39741,3.004821963243351
ACCIDENT_39742,3.020964020151546
ACCIDENT_39743,3.0003715438516982
ACCIDENT_39744,2.999999996833231
ACCIDENT_39745,3.000917842314019
ACCIDENT_39746,2.999999996833231
ACCIDENT_39747,3.0005246377458294
ACCIDENT_39748,3.0031437231372466
ACCIDENT_39749,2.999999996833231
ACCIDENT_39750,2.999999996833231
ACCIDENT_39751,3.002694825468096
ACCIDENT_39752,3.0314951627700024
ACCIDENT_39753,2.999999996833231
ACCIDENT_39754,2.999999996833231
ACCIDENT_39755,3.100757830668101
ACCIDENT_39756,2.999999996833231
ACCIDENT_39757,3.0027821010880484
ACCIDENT_39758,3.3092959167600013
ACCIDENT_39759,3.0117342993094387
ACCIDENT_39760,3.0115182433423753
ACCIDENT_39761,2.999999996833231
ACCIDENT_39762,3.027125577476095
ACCIDENT_39763,3.006595290946023
ACCIDENT_39764,2.999999996833231
ACCIDENT_39765,3.0558012593690744
ACCIDENT_39766,3.005886323067585
ACCIDENT_39767,3.0074129480278993
ACCIDENT_39768,2.999993551894277
ACCIDENT_39769,2.999999996833231
ACCIDENT_39770,2.999999996833231
ACCIDENT_39771,3.0094168927423426
ACCIDENT_39772,3.239568570539113
ACCIDENT_39773,2.999999996833231
ACCIDENT_39774,3.005927706349059
ACCIDENT_39775,2.999999996833231
ACCIDENT_39776,3.020643002080157
ACCIDENT_39777,2.999999996833231
ACCIDENT_39778,2.999999996833231
ACCIDENT_39779,3.08626978371104
ACCIDENT_39780,3.0103465701699843
ACCIDENT_39781,2.999999996833231
ACCIDENT_39782,2.999999996833231
ACCIDENT_39783,2.999999996833231
ACCIDENT_39784,3.7687823585556335
ACCIDENT_39785,3.0392439371771043
ACCIDENT_39786,2.999999996833231
ACCIDENT_39787,3.2348000366198977
ACCIDENT_39788,3.232842555398109
ACCIDENT_39789,2.999999996833231
ACCIDENT_39790,2.999999996833231
ACCIDENT_39791,2.999999996833231
ACCIDENT_39792,3.0408866819149516
ACCIDENT_39793,3.0045345179662495
ACCIDENT_39794,3.0180537928217666
ACCIDENT_39795,3.387638443599504
ACCIDENT_39796,3.7542687060031974
ACCIDENT_39797,4.092078420319049
ACCIDENT_39798,3.0013479243503367
ACCIDENT_39799,3.0721702087616736
ACCIDENT_39800,3.718976366088286
ACCIDENT_39801,3.0011885539229315
ACCIDENT_39802,3.3857366521171413
ACCIDENT_39803,3.9552495979826037
ACCIDENT_39804,3.136045823908833
ACCIDENT_39805,3.020264184532296
ACCIDENT_39806,3.501124491462745
ACCIDENT_39807,4.909002081217365
ACCIDENT_39808,4.044122648759
ACCIDENT_39809,3.119047044283283
ACCIDENT_39810,3.000007057314284
ACCIDENT_39811,3.0811879467614034
ACCIDENT_39812,3.00380225994835
ACCIDENT_39813,2.999999996833231
ACCIDENT_39814,3.000842145922023
ACCIDENT_39815,3.0399323269117486
ACCIDENT_39816,5.044772910491372
ACCIDENT_39817,3.0066323325428486
ACCIDENT_39818,4.574907711415602
ACCIDENT_39819,5.079142399758954
ACCIDENT_39820,4.028286239948115
ACCIDENT_39821,3.2529344542265144
ACCIDENT_39822,5.020373287949116
ACCIDENT_39823,3.1727839290035442
ACCIDENT_39824,3.90008206764264
ACCIDENT_39825,3.0093982060319893
ACCIDENT_39826,2.999999996833231
ACCIDENT_39827,3.0067693556505652
