id,latitude,longitude
349,35.70456362944228,128.352507143416
350,35.70394517071151,128.3522470388694
351,35.70308754614552,128.35217422220495
352,35.70218671956919,128.35213892819223
353,35.70128586351358,128.35210481373625
354,35.70038394129275,128.35206997614395
355,35.699485333582395,128.35203581388592
356,35.69858806776263,128.3520393833479
357,35.69768829263417,128.35205414720323
358,35.69680003393818,128.3521246174635
359,35.695904054912354,128.35222130934926
360,35.69501504107701,128.35231724149756
361,35.69417807751044,128.3524138012235
362,35.69356707142497,128.35250062718495
806,35.705506631200684,128.35357178948422
807,35.704838524948585,128.35325705538617
808,35.70398657386058,128.3531822342084
809,35.70308503511268,128.35317262837404
810,35.70218349622719,128.35316302296624
811,35.701281957204145,128.35315341798508
812,35.70038041804356,128.35314381343045
813,35.699478878745396,128.35313420930237
814,35.69857733930968,128.35312460560078
815,35.6976757997364,128.3531150023257
816,35.69677426002559,128.35310539947707
817,35.69587272017721,128.3530957970549
818,35.69497118019128,128.35308619505915
819,35.69406964006781,128.35307659348987
820,35.693187410120935,128.35311237409877
821,35.69229518480746,128.35324290171116
822,35.6914118099532,128.35337466092554
823,35.690669885275625,128.35349571012296
1263,35.70645059971515,128.35463522159807
1264,35.70575349374098,128.35434284869748
1265,35.70488027194861,128.3542971512445
1266,35.70397873359701,128.35428753254232
1267,35.70307719510784,128.35427791426727
1268,35.70217565648109,128.3542682964194
1269,35.70127411771678,128.3542586789986
1270,35.70037257881491,128.35424906200495
1271,35.699471039775474,128.3542394454384
1272,35.698569500598474,128.3542298292989
1273,35.69766796128391,128.35422021358642
1274,35.69676642183179,128.35421059830102
1275,35.695864882242105,128.35420098344255
1276,35.69496334251488,128.35419136901112
1277,35.6940618026501,128.35418175500666
1278,35.69316026264776,128.35417214142916
1279,35.69225872250786,128.35416252827858
1280,35.69135718223042,128.35415291555495
1281,35.69045801003087,128.35414655388965
1282,35.68958527094895,128.35425318026552
1283,35.68870659653548,128.35442121942418
1284,35.68793870322209,128.3545653879885
1720,35.707312737361846,128.35567235855237
1721,35.70666381605467,128.35543624398744
1722,35.70577395923262,128.3554120931636
1723,35.70487242127767,128.35540246159246
1724,35.70397088318517,128.3553928304491
1725,35.70306934495507,128.35538319973335
1726,35.7021678065874,128.35537356944536
1727,35.701266268082165,128.35536393958503
1728,35.70036472943935,128.3553543101524
1729,35.69946319065897,128.35534468114733
1730,35.69856165174101,128.35533505256996
1731,35.6976601126855,128.35532542442013
1732,35.69675857349242,128.35531579669794
1733,35.695857034161776,128.35530616940326
